district,agro_climatic_zone,soil_type,season,crop,area_hectares,nitrogen_kgha,phosphorus_kgha,potassium_kgha,soil_ph,organic_carbon_pct,rainfall_mm,temperature_celsius,irrigation_type,yield_qha
Cuttack,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),3.22,105.6,22.8,52.5,6.88,0.73,1448.5,27.5,Rainfed,15.19
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,0.54,64.0,14.6,37.3,5.33,0.47,171.0,24.3,Rainfed,2.5
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),2.67,123.5,52.1,47.4,6.88,0.51,128.6,25.8,Canal,27.02
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),2.39,3.3,43.9,32.1,6.39,0.4,289.3,26.3,Borewell,3.53
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),1.21,91.2,63.6,42.8,6.57,0.47,1513.3,28.1,Rainfed,25.02
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,2.53,0.0,56.3,24.3,5.5,0.67,978.6,30.8,Borewell,2.5
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.75,77.0,38.4,34.4,6.99,0.72,152.5,23.3,Canal,16.37
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,2.26,29.1,58.9,53.9,6.1,0.57,1224.8,27.0,Borewell,11.92
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.01,40.2,55.6,59.7,6.45,0.85,1889.9,26.9,Borewell,11.47
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),0.46,63.6,46.1,56.3,6.07,0.45,1844.2,28.8,Borewell,21.26
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,1.08,111.6,28.7,39.8,5.9,0.34,1506.9,26.6,Rainfed,13.59
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),1.01,100.1,36.4,57.1,6.7,0.55,123.8,23.1,Canal,24.94
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),0.77,58.7,20.0,21.4,5.55,0.52,1614.6,27.2,Borewell,9.46
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),0.53,57.5,17.1,17.5,5.46,0.39,1567.4,28.3,Rainfed,4.38
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,2.71,86.3,55.5,43.7,5.66,0.74,1744.0,26.3,Borewell,16.16
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),3.46,0.0,19.3,66.5,5.07,0.41,1616.9,27.8,Borewell,2.5
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),2.76,48.8,14.5,41.3,5.16,0.61,1507.9,26.0,Rainfed,10.01
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,1.24,14.0,25.4,45.7,7.08,0.23,1141.3,30.6,Borewell,5.59
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,1.09,36.4,43.0,31.5,5.12,0.43,164.5,23.2,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,2.21,25.3,45.7,50.3,6.65,0.82,1363.9,28.5,Canal,10.43
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),2.46,129.3,44.5,60.5,6.05,0.56,177.1,22.8,Rainfed,23.22
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Paddy (Kharif),0.28,71.4,33.9,52.7,7.72,0.74,1556.0,29.4,Borewell,18.28
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.16,0.0,51.2,44.2,6.52,0.45,1295.9,26.9,Rainfed,2.5
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,1.35,113.4,25.4,30.2,6.01,0.43,1435.9,25.4,Rainfed,11.63
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),2.34,54.3,11.6,11.7,6.53,0.51,839.8,29.5,Rainfed,5.23
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Paddy (Kharif),1.17,67.9,45.5,62.4,5.95,0.45,1853.8,26.6,Rainfed,21.59
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),1.45,128.1,37.1,48.9,6.14,0.8,174.5,23.5,Canal,24.54
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),0.65,117.3,56.8,23.1,6.72,0.59,1343.9,31.2,Rainfed,16.28
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,1.04,76.0,24.9,6.6,5.56,0.57,160.9,21.9,Borewell,3.65
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.72,46.8,24.1,24.4,5.47,0.49,1585.5,24.4,Borewell,8.96
Cuttack,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),2.58,55.8,24.4,68.4,6.58,0.55,1293.2,26.2,Borewell,11.59
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),3.69,107.3,40.8,64.2,6.73,0.65,262.4,26.8,Canal,30.38
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),2.25,96.3,56.7,30.2,5.65,0.6,1578.2,25.5,Borewell,19.1
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,2.58,52.9,55.0,6.2,6.71,0.51,187.1,23.6,Rainfed,2.5
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,2.48,79.5,38.7,34.5,5.9,0.61,1586.4,24.5,Rainfed,5.75
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),1.52,159.7,60.1,53.8,6.52,0.48,196.7,27.1,Borewell,31.22
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),1.16,59.4,46.0,14.6,7.86,0.37,1639.0,25.0,Borewell,7.9
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.67,130.4,39.8,28.6,6.59,0.58,1448.8,30.6,Canal,17.63
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,4.16,25.7,29.1,18.1,5.81,0.37,212.4,24.6,Borewell,2.5
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.69,47.4,29.5,29.4,5.42,0.22,264.8,22.9,Rainfed,4.2
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),0.96,60.4,15.0,38.5,6.47,0.67,1654.8,28.3,Rainfed,17.68
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),2.86,48.9,23.9,27.2,5.11,0.67,1408.5,27.6,Rainfed,8.22
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,1.99,20.3,40.1,50.6,7.24,0.45,1224.9,27.2,Rainfed,4.89
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,1.68,61.9,0.0,30.3,5.78,0.53,150.2,21.5,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),0.62,68.2,51.2,54.8,6.83,0.58,140.3,21.6,Rainfed,17.6
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.49,67.9,1.0,29.2,5.69,0.52,809.3,30.1,Borewell,2.5
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.82,0.0,45.0,0.0,6.31,0.51,156.4,25.8,Borewell,2.5
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.33,42.1,56.7,61.8,6.88,0.5,1276.2,28.1,Rainfed,8.46
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.29,84.2,32.3,23.2,6.04,0.37,1691.4,27.2,Borewell,15.97
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,1.5,44.4,19.9,2.6,6.82,0.7,197.6,22.3,Borewell,2.5
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),2.1,27.4,26.0,0.0,5.18,0.69,1121.5,28.2,Borewell,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),2.63,123.6,54.1,41.1,6.57,0.6,1705.3,28.1,Canal,20.59
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),0.84,87.0,66.5,8.7,6.86,0.54,1539.3,28.7,Rainfed,10.78
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,0.85,10.7,64.4,51.5,6.49,0.76,998.7,29.4,Rainfed,9.19
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,3.41,117.8,45.4,55.5,6.18,0.63,1098.3,31.3,Borewell,23.47
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,0.96,75.4,29.6,43.5,5.37,0.59,1248.0,22.8,Borewell,14.28
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,0.89,0.0,41.6,64.2,7.06,0.33,1268.1,28.0,Canal,2.5
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),3.55,102.9,33.0,45.6,6.97,0.55,214.5,28.0,Borewell,18.0
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),1.22,60.0,16.0,27.7,5.19,0.51,1811.6,25.4,Rainfed,2.5
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),4.16,97.7,50.7,49.7,7.62,0.44,210.1,25.5,Rainfed,20.96
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.29,86.5,0.4,71.7,6.54,0.63,20.0,24.0,Borewell,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,1.8,92.7,43.8,53.1,6.14,0.67,1401.6,30.9,Rainfed,18.72
Sambalpur,Western Central Table Land,Black Soil,Rabi,Green Gram (Moong),2.81,0.0,35.1,0.0,6.67,0.53,265.2,25.7,Rainfed,2.5
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,2.17,115.5,44.8,24.9,5.92,0.98,1843.7,24.2,Borewell,16.59
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Ragi (Mandia),2.46,65.9,6.9,1.6,5.29,0.44,1541.1,24.9,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,0.91,78.2,57.5,37.9,6.57,0.58,182.6,23.0,Rainfed,9.69
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.9,108.1,63.7,67.4,7.55,0.39,232.0,25.2,Rainfed,21.87
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.62,147.1,41.5,48.1,7.23,0.64,179.6,23.8,Borewell,22.9
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),3.06,0.0,38.9,38.9,6.63,0.48,229.8,22.4,Rainfed,2.5
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),0.92,64.8,58.9,15.9,6.33,0.49,228.8,24.5,Canal,5.44
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,1.53,56.6,27.6,35.8,5.81,0.82,82.7,24.6,Rainfed,5.13
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),3.49,32.9,50.5,20.6,6.4,0.8,150.9,25.9,Borewell,5.7
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,2.04,7.0,78.3,57.9,6.82,0.53,800.0,27.6,Borewell,5.06
Sambalpur,Western Central Table Land,Black Soil,Kharif,Maize,4.61,80.1,25.9,42.7,7.16,0.66,1349.8,28.1,Canal,7.17
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Paddy (Kharif),0.94,79.3,43.1,8.9,5.56,0.52,1458.7,26.0,Borewell,11.43
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.88,40.5,19.8,7.2,6.36,0.71,256.9,23.7,Borewell,2.5
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.17,72.1,50.6,21.0,6.46,0.52,116.3,22.9,Borewell,9.8
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.39,75.2,43.6,70.6,6.63,0.38,841.9,26.5,Rainfed,22.32
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Paddy (Kharif),0.65,61.5,46.8,33.5,6.32,0.66,1235.3,28.7,Rainfed,17.03
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.72,132.3,56.2,53.3,6.28,0.55,1106.6,25.1,Canal,27.45
Cuttack,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.11,85.4,43.6,26.5,6.05,0.34,1527.5,28.3,Rainfed,14.14
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,2.37,99.5,51.7,42.5,4.91,0.76,307.9,24.7,Borewell,5.06
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.07,17.0,15.6,40.4,5.43,0.56,1752.6,23.8,Rainfed,7.63
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,2.79,66.3,20.2,21.6,5.93,0.67,301.6,22.5,Rainfed,4.88
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),1.67,68.2,43.9,36.4,6.23,0.71,1114.5,30.5,Rainfed,7.49
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,3.85,9.3,64.8,56.0,7.1,0.48,1444.5,28.2,Borewell,5.86
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.16,112.9,56.9,53.2,6.85,0.62,124.1,27.2,Rainfed,29.06
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,1.12,102.8,47.4,57.0,5.49,0.53,1466.5,27.4,Rainfed,16.9
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),2.82,48.1,39.4,76.8,5.57,0.18,1699.7,26.5,Borewell,15.17
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,0.82,62.8,17.2,18.6,5.88,0.55,163.2,22.0,Rainfed,2.95
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),1.45,39.0,2.5,24.3,5.87,0.48,1148.0,31.6,Borewell,2.5
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.63,117.0,36.1,26.7,6.98,0.32,1409.9,27.0,Borewell,23.48
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),1.42,24.4,41.1,28.6,6.18,0.76,774.9,30.4,Rainfed,3.74
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),0.76,61.7,43.5,28.0,5.35,0.85,1272.0,26.4,Rainfed,11.87
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,2.05,26.3,50.2,51.5,6.75,0.64,1361.9,27.3,Borewell,13.23
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),5.37,129.8,72.7,74.8,6.25,0.76,127.9,21.6,Rainfed,29.88
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),1.08,112.9,65.1,17.5,6.01,0.52,1299.5,28.3,Borewell,13.18
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,2.53,67.8,43.4,20.3,5.32,0.76,92.6,24.3,Rainfed,2.5
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),2.22,71.8,35.6,16.4,5.16,0.44,1229.5,27.4,Borewell,5.13
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.23,56.3,3.1,21.5,6.12,0.73,1409.0,30.2,Borewell,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),3.21,2.6,45.5,28.4,6.47,0.5,79.1,24.2,Borewell,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),0.4,113.1,73.5,38.9,6.81,0.6,102.2,25.0,Rainfed,25.2
Cuttack,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.27,64.4,34.5,27.1,6.48,0.47,1826.0,28.4,Rainfed,15.89
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),2.62,68.0,31.8,0.0,5.43,0.76,1443.1,23.2,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.9,131.6,32.3,59.6,6.65,0.53,224.3,25.2,Canal,21.42
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.2,121.9,52.2,68.6,5.81,0.82,1821.5,26.3,Rainfed,27.23
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,2.29,103.0,40.9,50.3,5.38,0.48,1516.7,25.2,Borewell,8.35
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Paddy (Kharif),1.51,89.6,40.6,40.3,5.67,0.52,1875.9,28.1,Borewell,22.08
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,3.43,52.5,43.0,41.8,6.73,0.45,1374.6,26.6,Borewell,11.77
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),0.52,15.4,47.7,33.1,7.56,0.69,103.7,23.6,Rainfed,4.91
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,3.03,0.0,64.5,40.3,7.68,0.41,1499.4,27.6,Borewell,2.5
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Groundnut,1.51,28.7,58.4,69.4,6.72,0.65,1700.6,28.3,Borewell,14.19
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),2.98,58.8,34.9,14.3,6.09,0.32,222.9,24.1,Borewell,5.77
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.25,32.5,20.5,22.7,5.46,0.32,1299.9,25.4,Borewell,6.68
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),0.99,8.9,34.9,24.4,6.74,0.5,193.7,23.6,Rainfed,2.62
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.08,100.3,30.0,66.9,7.43,0.47,1396.9,28.8,Canal,22.72
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.76,64.4,42.5,29.4,5.91,0.56,152.6,25.1,Borewell,7.14
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.82,53.0,23.5,33.6,5.5,0.44,77.7,22.2,Rainfed,4.12
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,2.24,30.8,52.6,49.0,5.94,0.31,1145.6,30.8,Borewell,10.16
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),0.71,56.0,46.4,11.6,5.47,0.51,1703.0,25.0,Borewell,4.07
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.58,92.2,51.3,37.2,6.54,0.88,1323.0,27.8,Canal,19.4
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),2.1,11.3,29.8,6.1,5.79,0.7,1535.8,26.9,Rainfed,2.5
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,3.97,60.2,28.6,38.0,5.49,0.63,208.9,28.4,Rainfed,5.21
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),0.98,66.7,0.4,38.5,4.86,0.45,927.5,26.2,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.13,54.4,30.1,20.0,6.07,0.73,862.9,28.1,Rainfed,7.17
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,0.29,122.2,50.4,58.0,5.37,0.5,995.2,28.3,Borewell,18.96
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.98,100.9,35.3,57.6,7.38,0.75,186.6,25.5,Canal,11.99
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.44,134.2,30.9,43.8,7.18,0.64,104.5,25.3,Rainfed,21.47
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),2.92,15.3,39.3,10.6,6.97,0.81,176.6,24.5,Borewell,2.54
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),1.31,58.2,48.9,22.3,6.16,0.73,1150.1,24.3,Borewell,11.79
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,3.36,47.5,39.9,40.1,6.23,0.39,196.1,21.6,Borewell,8.72
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,5.09,109.8,44.4,51.6,5.15,0.21,1689.6,23.1,Borewell,14.16
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,1.14,89.0,18.8,49.1,6.44,0.29,201.8,23.8,Rainfed,7.11
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Paddy (Kharif),2.69,132.6,61.3,52.3,6.9,0.91,1305.3,30.1,Rainfed,27.62
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,4.33,100.7,31.8,17.9,5.68,0.55,1226.5,29.4,Rainfed,11.28
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),5.3,25.8,45.2,17.3,7.23,0.65,229.0,21.8,Borewell,8.25
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,2.27,73.2,36.1,58.3,6.17,0.39,1140.2,28.5,Rainfed,12.25
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.36,36.6,37.1,39.3,6.11,0.36,87.7,27.6,Rainfed,3.76
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.92,27.4,33.9,63.2,6.42,0.46,281.9,21.6,Borewell,5.13
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,0.82,15.1,38.7,61.2,6.04,0.75,1186.6,28.3,Canal,3.95
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),0.4,89.9,65.2,57.4,6.83,0.64,1057.5,28.6,Borewell,29.73
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,1.46,21.9,64.3,47.9,6.74,0.58,1421.4,31.8,Canal,13.07
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),1.68,31.1,44.9,25.4,6.23,0.57,225.0,23.8,Rainfed,5.82
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,3.22,59.9,46.8,74.8,5.24,0.6,1182.8,22.7,Rainfed,14.0
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.27,97.5,23.0,46.5,6.64,0.7,1525.6,30.3,Borewell,19.9
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,2.87,108.6,35.5,64.2,6.79,0.75,1756.1,28.9,Rainfed,15.41
Cuttack,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.5,121.3,47.9,24.1,6.37,0.42,1432.0,30.4,Rainfed,19.99
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),2.62,99.7,34.6,48.8,6.68,0.68,1270.8,28.0,Borewell,21.82
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,7.45,2.7,53.7,38.8,6.57,0.44,1390.8,28.0,Canal,3.58
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,0.39,13.1,42.0,35.2,4.88,0.9,130.9,23.7,Rainfed,2.5
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Paddy (Kharif),2.91,102.8,52.8,45.6,6.68,0.51,1135.9,29.8,Rainfed,23.64
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,4.55,56.7,41.0,48.2,6.49,0.57,1172.6,28.4,Borewell,8.91
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),0.47,27.5,16.7,0.0,7.16,0.67,1000.5,29.4,Rainfed,2.5
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),2.51,82.3,68.6,37.7,7.42,0.65,1191.5,27.5,Borewell,12.67
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,3.76,0.0,61.2,25.3,6.99,0.41,1537.3,30.2,Borewell,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,0.85,119.5,61.1,33.9,6.54,0.29,1051.5,28.6,Borewell,22.8
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,2.15,107.3,35.5,17.7,6.29,0.4,1551.8,28.1,Borewell,8.21
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,2.52,107.2,54.8,22.3,5.29,0.74,1191.2,24.2,Rainfed,13.14
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.38,70.3,42.4,43.3,5.16,0.56,1557.4,21.8,Rainfed,12.43
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,2.15,6.5,47.8,38.7,6.54,0.49,1051.3,28.1,Rainfed,7.03
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,0.61,98.7,31.6,28.4,5.65,0.47,1288.8,24.3,Rainfed,10.2
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),4.34,82.9,3.1,38.7,5.05,0.45,1766.5,24.2,Rainfed,2.5
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.0,50.4,12.5,30.1,4.94,0.59,125.7,22.5,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.41,2.6,29.0,12.4,6.51,0.51,889.9,29.4,Borewell,2.5
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,4.21,74.4,47.3,34.0,5.63,0.43,1503.2,23.9,Borewell,17.53
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),3.24,7.5,21.5,42.4,5.48,0.6,2188.5,24.3,Rainfed,2.5
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,2.27,13.5,26.6,49.5,5.27,0.32,208.9,22.6,Rainfed,5.56
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),3.11,110.3,50.9,69.1,6.61,0.69,111.1,24.0,Canal,26.55
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.59,81.5,43.0,57.4,6.73,0.36,1554.2,25.9,Borewell,20.87
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,4.72,137.9,42.1,60.6,6.65,0.25,1434.9,26.3,Canal,23.39
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Paddy (Kharif),0.9,55.0,49.2,59.1,7.39,0.34,1546.5,27.9,Borewell,16.54
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.26,38.1,40.7,36.5,5.7,0.43,138.8,23.9,Borewell,4.35
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,1.23,54.6,37.8,39.8,7.17,0.56,1167.3,29.8,Borewell,10.14
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),0.99,150.1,49.0,46.3,6.25,0.46,160.5,23.7,Canal,31.5
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.95,6.4,53.8,46.1,6.47,0.68,1525.8,26.4,Borewell,5.38
